Synonym	ID	Precursor m/z	Mass error (ppm)	RT (min)	Formula	Adduct	Tanimoto similarity	InChIKey planar	log2(FC)	P-value	Q-value	Class
N-pentadecanoylsphingosine-1-phosphocholine	1868	689.5609	2.4	9.1	C38H77N2O6P	[M + H]+	0.85	LQINJRUGTUOHGS	NA	NA	NA	Phosphosphingolipids
9-hydroxyheptadecanedioate	7502	317.2318	-1.5	5.7	C17H32O5	[M + H]+	0.56	LQUQONKFQVLLGO	NA	NA	NA	Long-chain fatty acids
2-[[7-hydroxy-4-[(Z)-5-hydroxy-3-methylpent-3-enyl]-4a,8,8-trimethyl-3-methylidene-2,4,5,6,7,8a-hexahydro-1H-naphthalen-2-yl]oxy]oxane-3,4,5-triol	2683	477.2842	3.9	5.5	C25H42O7	[M + Na]+	0.63	LRKGVEXMBFESEF	NA	NA	NA	Diterpenoids
(2S)-6-amino-2-[[(2S,3S)-2-[[(2S,3S)-2-[[(2S)-6-amino-2-[[(2S,3S)-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]-3-methylpentanoyl]amino]hexanoyl]amino]-3-methylpentanoyl]amino]-3-methylpentanoyl]amino]hexanoic acid	5935	749.5323	8.4	9.7	C36H70N8O7	[M + Na]+	0.53	LSIQYZBBFGSRQJ	NA	NA	NA	NA
Lichostatinal	2155	501.3264	1.6	4	C20H40N10O5	[M + H]+	0.51	LWCQPGWFMIZITF	NA	NA	NA	Peptides
5,5-dimethyl-2(S)-phenylthiazolidine-4(S)-carboxylic acid	3097	238.0884	-5.3	3.5	C12H15NO2S	[M + H]+	0.6	LZDQTBBSEWXLTA	NA	NA	NA	Alpha amino acids and derivatives
Traumatate	6346	229.1422	-5.6	3.9	C12H20O4	[M + H]+	0.57	MAZWDMBCPDUFDJ	NA	NA	NA	Medium-chain fatty acids
meglumine	5619	196.1168	-5.8	0.3	C7H17NO5	[M + H]+	0.74	MBBZMMPHUWSWHV	NA	NA	NA	Hexoses
1-(1Z,11Z-octadecadienyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine	2966	744.5871	-4.2	9.7	C42H82NO7P	[M + H]+	0.9	MBRHHFWRXQYYAN	NA	NA	NA	Glycerophosphocholines
Norvenlafaxine	6819	264.1951	-2.9	3.5	C16H25NO2	[M + H]+	0.71	MKAFOJAJJMUXLW	NA	NA	NA	Anisoles
1-vaccenoyl-2-pentadecanoyl-sn-glycero-3-phosphocholine	618	746.576	8.8	9.3	C41H80NO8P	[M + H]+	0.96	MPKWBLNZRGSXJM	NA	NA	NA	Phosphatidylcholines
(3-ethyl-1-adamantyl)acetic acid	3175	223.1687	-2.7	4.3	C14H22O2	[M + H]+	0.56	MRQRQHRHPXENRD	NA	NA	NA	Carboxylic acids
lauramidopropylbetaine	346	343.2939	-4.7	5.2	C19H38N2O3	[M + H]+	0.97	MRUAUOIMASANKQ	NA	NA	NA	Alpha amino acids and derivatives
1-(1Z-hexadecenyl)-2-(11Z-octadecenoyl)-sn-glycero-3-phosphocholine	3913	744.592	2.4	7.6	C42H82NO7P	[M + H]+	0.91	MVDFTRYOOPZXII	NA	NA	NA	Glycerophosphocholines
Trimethyllysine	2905	189.1582	-8.3	0.2	C9H20N2O2	[M + H]+	0.72	MXNRLFUSFKVQSK	NA	NA	NA	Alpha amino acids and derivatives
Oleoylsphingomyelin	2778	729.5932	3.6	8.9	C41H81N2O6P	[M + H]+	1	NBEADXWAAWCCDG	NA	NA	NA	Phosphosphingolipids
1-linoleoyl-2-stearoyl-sn-glycero-3-phosphoserine	5653	788.5427	-1.2	9.8	C42H78NO10P	[M + H]+	0.69	NCKDTPGQKVQFRG	NA	NA	NA	Phosphatidylserines
Phycopsisenone	316	221.1165	-3.3	6.2	C13H16O3	[M + H]+	0.51	NEPGNVTULGXEGX	NA	NA	NA	Hydroxycinnamic acids and derivatives
18-epi-Peloruside A	2539	549.3248	-3.9	4.7	C27H48O11	[M + H]+	0.54	NETARJWZTMGMRM	NA	NA	NA	Macrolides and analogues
Dihydropulegon	3673	177.1266	9	4.9	C10H18O	[M + Na]+	0.56	NFLGAXVYCFJBMK	NA	NA	NA	Menthane monoterpenoids
Dichotellide P	3067	707.3307	4.7	9.7	C36H50O14	[M + H]+	0.51	NFTUAMISFLCLDT	NA	NA	NA	Diterpene lactones
1-(1Z-octadecenyl)-2-(9Z-hexadecenoyl)-glycero-3-phosphoethanolamine	1550	724.5269	2.4	7.5	C39H76NO7P	[M + Na]+	0.93	NHHCZYWVBRHSSB	NA	NA	NA	Glycerophosphoethanolamines
6-O-beta-D-glucopyranosyl-2,3-dideoxy-beta-1-C-ethyl-1-deoxygalactonojirimycin	6468	322.1847	-4.2	1	C14H27NO7	[M + H]+	0.62	NIFSXMTZZIQERU	NA	NA	NA	O-glycosyl compounds
(8alpha,10alpha,25s)-3-Hydroxycholesta-3,5-Dien-26-Oic Acid	1576	415.3204	-0.8	6.3	C27H42O3	[M + H]+	0.71	NIQOQQMAUFLELB	NA	NA	NA	Monohydroxy bile acids, alcohols and derivatives
3-methylnon-2-enedioic acid	2670	201.1109	-6.3	3.7	C10H16O4	[M + H]+	0.62	NJVQQPNBHBKBDK	NA	NA	NA	Medium-chain fatty acids
Diundecylamine	1068	326.3781	0	7.2	C22H47N	[M + H]+	0.56	NKGSHSILLGXYDW	NA	NA	NA	Dialkylamines
(5alpha,8alpha,9S,10beta,13S)-13-(beta-D-Glucopyranosyloxy)-6alpha-(6-deoxy-beta-D-glucopyranosyloxy)cleroda-3,14-diene	3824	637.3554	-0.7	4.7	C32H54O11	[M + Na]+	0.55	NKUSCFBCYWYMJG	NA	NA	NA	Diterpene glycosides
2-[hydroxy-[(2S)-3-octanoyloxy-2-[(E)-tridec-9-enoyl]oxypropoxy]phosphoryl]oxyethyl-trimethylazanium	5408	578.3825	1.5	7.1	C29H56NO8P	[M + H]+	0.88	NLDZXHOZYITYDB	NA	NA	NA	Phosphatidylcholines
POV-PE	3347	552.329	-1.2	4.8	C26H50NO9P	[M + H]+	0.7	NMWPZVLQFDIILH	NA	NA	NA	Phosphatidylethanolamines
Boc-gln-leu-lysinal	5386	472.3133	0.7	6.1	C22H41N5O6	[M + H]+	0.5	NNDVFUMCCOOAEB	NA	NA	NA	NA
Myreth-3-Myristate	3656	579.4988	5	9.2	C34H68O5	[M + Na]+	0.57	NNSTUHMKYNCMHO	NA	NA	NA	Fatty acid esters
1-hexadecanoyl-2-pentadecanoyl-sn-glycero-3-phosphocholine	5182	720.5599	8.5	9.2	C39H78NO8P	[M + H]+	1	NPGWXTIWUUFYAB	NA	NA	NA	Phosphatidylcholines
(25S)-5-(beta-D-Glucopyranosyloxy)-5beta-spirostane-1beta,3beta,4beta-triol	5560	627.3755	2.5	5.2	C33H54O11	[M + H]+	0.57	NWIZKMVCQBSUSU	NA	NA	NA	Steroidal saponins
(1S,4S,5R,9S,10R,13R,14R)-14-(hexadecanoyloxymethyl)-5,9-dimethyltetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylic acid	3078	559.4729	1.4	9.6	C36H62O4	[M + H]+	0.56	NWZGUHKMESAQNE	NA	NA	NA	Kaurane diterpenoids
Podophyllotoxin-beta-D-glucoside	3432	615.142	-9	1.6	C28H32O13	[M + K]+	0.51	NXVJTGLCCSFGAT	NA	NA	NA	Podophyllotoxins
araG	5744	306.0821	3.8	4.8	C10H13N5O5	[M + Na]+	0.56	NYHBQMYGNKIUIF	NA	NA	NA	Purine nucleosides
8-Icosenoic acid 1-(oleoyloxy)-3-anilinopropan-2-yl ester	667	746.6062	0.5	12.2	C47H81NO4	[M + Na]+	0.53	NYOPLFXEKIEDJQ	NA	NA	NA	Phenylalkylamines
Cholestenone	3143	385.3464	-0.3	10	C27H44O	[M + H]+	0.96	NYOXRYYXRWJDKP	NA	NA	NA	Cholesterols and derivatives
N-(9Z-hexadecenoyl)-sphing-4-enine-1-phosphocholine	6223	701.5588	-0.6	8.8	C39H77N2O6P	[M + H]+	0.89	OAHFTKWSJGVMTG	NA	NA	NA	Phosphosphingolipids
8-[(5R)-4-oxo-5-pent-2-enylcyclopent-2-en-1-ylidene]octanoic acid	3532	291.1947	-2.8	4.3	C18H26O3	[M + H]+	0.52	OBCSHDSNUGLLJU	NA	NA	NA	Medium-chain fatty acids
strophanthidin	6241	405.2253	-4.7	4.8	C23H32O6	[M + H]+	0.53	ODJLBQGVINUMMR	NA	NA	NA	Cardenolides and derivatives
1-(1Z-hexadecenyl)-2-(8Z,11Z,14Z-eicosatrienoyl)-glycero-3-phosphoethanolamine	541	726.5468	4.9	8.8	C41H76NO7P	[M + H]+	0.77	OFLIDIBZDKQXPD	NA	NA	NA	Glycerophosphoethanolamines
DL-beta-Homophenylalanine	4603	180.1014	-3	3.6	C10H13NO2	[M + H]+	0.57	OFVBLKINTLPEGH	NA	NA	NA	Beta amino acids and derivatives
(2S,3R,4S,5R,6S)-4-formyl-3,4,5-trihydroxy-6-[3-(4-hydroxyphenyl)-4-oxochromen-7-yl]oxyoxane-2-carboxylic acid	6593	497.0509	5.6	4.1	C22H18O11	[M + K]+	0.68	OJRCMXGGXVKCHZ	NA	NA	NA	Isoflavonoid O-glycosides
1-vaccenoyl-2-myristoyl-sn-glycero-3-phosphoethanolamine	3915	690.509	3.1	9.6	C37H72NO8P	[M + H]+	0.93	ONLSYXWRWGUPKV	NA	NA	NA	Phosphatidylethanolamines
Dicyclohexyl sebacate	3075	389.2646	-4.2	7.1	C22H38O4	[M + Na]+	0.55	OQCGQYSHNVXOJM	NA	NA	NA	Fatty acid esters
N-(octadecanoyl)-hexadecasphing-4-enine-1-phosphocholine	481	703.5757	1.2	12.2	C39H79N2O6P	[M + H]+	1	OQCPQFVKIYWGRP	NA	NA	NA	Phosphocholines
Docosanamide	128	340.3574	-0.1	9.6	C22H45NO	[M + H]+	0.94	ORAWFNKFUWGRJG	NA	NA	NA	Fatty amides
Dihydrosphingosine	1780	302.3034	-6.6	6.2	C18H39NO2	[M + H]+	0.99	OTKJDMGTUTTYMP	NA	NA	NA	Secondary alcohols
1-myristoyl-2-docosadienoyl-sn-glycero-3-phosphoethanolamine	460	744.5574	4.8	8.4	C41H78NO8P	[M + H]+	0.96	OUEUPCHAIFZTKH	NA	NA	NA	Phosphatidylethanolamines
Boc-phe-phe-gly-nhoh	5929	523.1914	-7.6	0.5	C25H32N4O6	[M + K]+	0.54	OURDFPXUSNAUQM	NA	NA	NA	Oligopeptides
3-(beta-D-Glucopyranosyloxy)-5-(6-O-(3-hydroxy-1,3-dioxopropyl)-beta-D-glucopyranosyloxy)-7-hydroxy-2-(3,5-dimethoxy-4-hydroxyphenyl)-1-benzopyrylium	160	741.1945	9.7	9.7	C32H36O20	[M + H]+	0.66	PAUOQZCNNISOPO	NA	NA	NA	Anthocyanins
3-(6,7-dimethoxy-4-oxoquinazolin-3(4H)-yl)-N-(3,4,5-trimethoxyphenyl)propanamide	5495	444.1761	-1	4.1	C22H25N3O7	[M + H]+	0.5	PAXLKTGTDQJPGJ	NA	NA	NA	Quinazolines
1-homo-g-linolenoyl-2-pentadecanoyl-sn-glycero-3-phosphocholine	5828	770.5691	-0.4	9	C43H80NO8P	[M + H]+	0.96	PBYSSMVZTSQJLK	NA	NA	NA	Phosphatidylcholines
1-oleoyl-2-arachidonoyl-sn-glycerol-3-phosphoethanolamine	1152	766.5404	3	9.5	C43H76NO8P	[M + H]+	0.99	PECSWFQRRFRZPW	NA	NA	NA	Phosphatidylethanolamines
Plasmenylcholine	1707	718.5746	0.1	8.4	C40H80NO7P	[M + H]+	0.99	PEWXKAOBUSBJLD	NA	NA	NA	Glycerophosphocholines
Ztalmy	2965	355.2627	5.4	4.8	C22H36O2	[M + Na]+	0.53	PGTVWKLGGCQMBR	NA	NA	NA	Gluco/mineralocorticoids, progestogins and derivatives
nortriptyline	6566	264.1753	2.3	4.5	C19H21N	[M + H]+	0.86	PHVGLTMQBUFIQQ	NA	NA	NA	Dibenzocycloheptenes
venlafaxine	6818	278.2108	-2.4	3.6	C17H27NO2	[M + H]+	0.99	PNVNVHUZROJLTJ	NA	NA	NA	Anisoles
N-(15Z-tetracosenoyl)-heptadecasphing-4-enine-1-phosphocholine	2434	799.6698	1.2	8.7	C46H91N2O6P	[M + H]+	0.89	POQOEIGODOXWFL	NA	NA	NA	Phosphocholines
BZ-HIS-OME	4974	274.1173	-4.9	0.8	C14H15N3O3	[M + H]+	0.73	POUMRJPRROOAGQ	NA	NA	NA	Alpha amino acids and derivatives
4-[(6-hydroxy-5,5,8a-trimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl)methoxy]-5-methoxy-3-methoxycarbonyl-5-oxopentanoic acid	4949	463.231	1.7	4.6	C23H36O8	[M + Na]+	0.53	PQGXHMLBJNDKCJ	NA	NA	NA	Tricarboxylic acids and derivatives
3,6,9,12,15,18,21,24-Octaoxahexacosane	1652	383.2623	-4.3	3.6	C18H38O8	[M + H]+	0.59	PQQWZMDELGQDIP	NA	NA	NA	Dialkyl ethers
Hexadec-15-ynoicacid	3589	275.2002	7.4	5.6	C16H28O2	[M + Na]+	0.54	PUZGUNYANHPRKM	NA	NA	NA	Long-chain fatty acids
(2S)-2-[[2-[[(2S)-2-[[(3S)-2-[(2S,3S)-3-amino-2-[[(2S)-2-[[2-amino-3-hydroxy-2-(hydroxymethyl)propanoyl]amino]propanoyl]amino]butanoyl]-4,5-dihydro-3H-pyridazine-3-carbonyl]amino]pentanoyl]amino]-3-methylbut-2-enoyl]amino]-3-hydroxypropanoic acid	5488	738.3213	4	5.5	C29H49N9O11	[M + K]+	0.54	PWEPGJYHVLIXJU	NA	NA	NA	Oligopeptides
1-O-Oleoyl-2-O-acetyl-D-glycerol	3688	437.265	-3.2	7.1	C23H42O5	[M + K]+	0.88	PWTCCMJTPHCGMS	NA	NA	NA	Diacylglycerols
Marine-derived tocopherol	2163	429.3727	0	7.3	C29H48O2	[M + H]+	0.73	QAOOAZRWKHFUHK	NA	NA	NA	Sesquiterpenoids
(8S)-8-(6-O-Acetyl-beta-D-glucopyranosyloxy)icosanoic acid	6011	555.3488	-2.8	8.9	C28H52O9	[M + Na]+	0.54	QAQPXDZHAJFRRV	NA	NA	NA	Fatty acyl glycosides of mono- and disaccharides
Methasterone	6161	319.2614	-5.6	7.6	C21H34O2	[M + H]+	0.51	QCWCXSMWLJFBNM	NA	NA	NA	Androgens and derivatives
Nipabutyl	6368	195.1005	-5.6	5.2	C11H14O3	[M + H]+	0.6	QFOHBWFCKVYLES	NA	NA	NA	p-Hydroxybenzoic acid esters
Myristamidopropyl betaine	6413	371.3253	-4.2	5.9	C21H42N2O3	[M + H]+	0.71	QGCUAFIULMNFPJ	NA	NA	NA	Alpha amino acids and derivatives
N-Palmitoyldihydrosphingomyelin	2332	705.5961	7.9	9.7	C39H81N2O6P	[M + H]+	0.83	QHZIGNLCLJPLCU	NA	NA	NA	Phosphosphingolipids
Citric acid, 2-stearyl ester	3399	467.2974	-1.1	8.5	C24H44O7	[M + Na]+	0.65	QILIJDWPBISFBO	NA	NA	NA	Tricarboxylic acids and derivatives
Stearate	599	285.2786	-0.7	1.5	C18H36O2	[M + H]+	0.5	QIQXTHQIDYTFRH	NA	NA	NA	Long-chain fatty acids
1-(1Z-hexadecenyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine	3783	742.573	-2.1	8.4	C42H80NO7P	[M + H]+	0.92	QLEHHUPUHJPURI	NA	NA	NA	Glycerophosphocholines
Thesiuside	1513	659.2508	6.6	6.1	C32H44O12	[M + K]+	0.61	QLPDNWKGCHCDMK	NA	NA	NA	Bufanolides and derivatives
Dipropylene glycol dinonanoate	1476	415.3424	1.5	8.1	C24H46O5	[M + H]+	0.52	QNQFILNCKAALEB	NA	NA	NA	Fatty acid esters
3-(2-O-Methyl-beta-D-xylopyranosyloxy)ergosta-24(28)-ene-6,8,15,16,26-pentaol	7658	627.4081	-3.4	5.3	C34H58O10	[M + H]+	0.5	QORXKYBYWVZWKS	NA	NA	NA	Ergostane steroids
(Z)-(9-Octadecenyl) dihydrogen 2-hydroxypropane-1,2,3-tricarboxylate	3653	443.3007	0.8	8.2	C24H42O7	[M + H]+	0.68	QPXDCWRAUMXWMG	NA	NA	NA	Tricarboxylic acids and derivatives
BZ-ALA-OME	3334	208.0952	-7.6	2.8	C11H13NO3	[M + H]+	0.63	QRDFLIILGVFYCF	NA	NA	NA	Hippuric acids and derivatives
(2S)-2-[[1-[(2S)-2-[(4-methylphenyl)sulfonylamino]-4-methylsulfanylbutanoyl]piperidine-4-carbonyl]amino]propanoic acid	4841	486.1687	-8.2	7.1	C21H31N3O6S2	[M + H]+	0.5	QSRWMSVAYUMACX	NA	NA	NA	Hybrid peptides
(2S,3R,4S,5S,6R)-2-[[(1S,4aS,5R,7aR)-4-[[(2R,3R,4S,5S,6R)-3,4-dihydroxy-5,6-dimethyloxan-2-yl]oxymethyl]-5-hydroxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-1-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	6913	491.2138	3	3.4	C22H34O12	[M + H]+	0.64	QTLCPLWQOYJFAS	NA	NA	NA	O-glycosyl compounds
2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trienyl]benzoate	5557	343.2256	-3.4	6.3	C22H30O3	[M + H]+	0.59	QUVGEKPNSCFQIR	NA	NA	NA	Salicylic acid and derivatives
1-eicosadienoyl-2-myristoyl-sn-glycero-3-phosphoethanolamine	1251	716.5223	-0.3	12.2	C39H74NO8P	[M + H]+	1	QVAHLHSHLMSNDW	NA	NA	NA	Phosphatidylethanolamines
4-(2-carboxyethyl)-7a-methyl-1-oxo-octahydro-1H-indene-5-carboxylic acid glucuronide	4844	467.1523	-0.1	4.7	C20H28O11	[M + Na]+	0.6	QXVXSJDOIARCTB	NA	NA	NA	Saccharolipids
hexadec-11-en-9-ynoic acid	2272	251.2001	-1.8	7	C16H26O2	[M + H]+	0.72	QXYRWIMCFAKSSQ	NA	NA	NA	Long-chain fatty acids
Cyclocalamin	4688	503.2274	-0.3	4.3	C27H34O9	[M + H]+	0.5	QZEZEIDFGQZYKE	NA	NA	NA	Steroid lactones
5-(benzylcarbamoyl)-2'-deoxyuridine 5'-(dihydrogen phosphate)	5735	442.1039	6.5	3.9	C17H20N3O9P	[M + H]+	0.52	RDNHEZYEIYMTCG	NA	NA	NA	Pyrimidine deoxyribonucleoside monophosphates
Floribundic acid glucoside	3405	529.2049	0.9	5.1	C26H34O10	[M + Na]+	0.53	RETJNOLVDRGHMX	NA	NA	NA	Diterpene glycosides
octadecylammonium	5994	270.3141	-5.1	6.1	C18H39N	[M + H]+	0.66	REYJJPSVUYRZGE	NA	NA	NA	Monoalkylamines
5-(6-Methyl-6-hydroxyheptyl)furan-2(5H)-one	2940	213.1476	-4.6	5.2	C12H20O3	[M + H]+	0.55	RFEPDQFPTNCOBK	NA	NA	NA	Butenolides
1-Myristoyl-2-palmitoyl-sn-glycero-3-phosphocholine	720	706.5418	5.2	8.3	C38H76NO8P	[M + H]+	1	RFVFQQWKPSOBED	NA	NA	NA	Phosphatidylcholines
Dilauroylphosphatidylserine	5230	624.3854	-2.8	7.2	C30H58NO10P	[M + H]+	0.7	RHODCGQMKYNKED	NA	NA	NA	Phosphatidylserines
Allouzarin	2944	699.3596	1.3	7.3	C35H54O14	[M + H]+	0.56	RIPMDUQTRRLJTE	NA	NA	NA	Cardenolide glycosides and derivatives
5a-Androst-3-en-17-one	3135	273.2193	-7.3	4.3	C19H28O	[M + H]+	0.7	RJWNCDOWHNLVPF	NA	NA	NA	Androstane steroids
Plastflow	656	593.5956	-4	9.3	C38H76N2O2	[M + H]+	0.7	RKISUIUJZGSLEV	NA	NA	NA	N-acyl amines
Cembrenene	4673	271.2407	-5.1	5.5	C20H30	[M + H]+	0.5	RLAFZRBJBUMWGN	NA	NA	NA	Cembrane diterpenoids
Cholesterilene	810	369.3522	1.6	10.2	C27H44	[M + H]+	0.76	RLHIRZFWJBOHHD	NA	NA	NA	Cholestane steroids
2-Amino-4-gamma-diethylaminopropylamino-5,6-dimethylpyrimidine	2121	274.2023	7.6	3.5	C13H25N5	[M + Na]+	0.5	RNSXRXROKZTORO	NA	NA	NA	Aminopyrimidines and derivatives
N-gamma-Glutamylmethionine	4904	279.0996	-4.8	0.5	C10H18N2O5S	[M + H]+	0.73	RQNSKRXMANOPQY	NA	NA	NA	Dipeptides
1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine	4150	760.5776	-9.8	10	C42H82NO8P	[M + H]+	1	RRVPPYNAZJRZFR	NA	NA	NA	Phosphatidylcholines
D-Glucitol, 1-O-[2-hydroxy-3-[[2-[(1-oxo-9-octadecenyl)amino]ethyl]amino]propyl]-, (Z)-	6160	563.4263	-0.5	9.8	C29H58N2O8	[M + H]+	0.5	RTKPALKEXAMRNE	NA	NA	NA	N-acyl amines
Isoursodeoxycholate	1723	393.299	-2.3	7.6	C24H40O4	[M + H]+	0.72	RUDATBOHQWOJDD	NA	NA	NA	Dihydroxy bile acids, alcohols and derivatives
1-Carboxymethylmetronidazole	3404	186.0498	-6.2	0.4	C6H7N3O4	[M + H]+	0.65	RVEGZXNRNWUYKI	NA	NA	NA	Alpha amino acids and derivatives
NA	4441	477.1053	5.2	4.2	C22H20O12	[M + H]+	0.77	RVOLDXCPVPJVFQ	NA	NA	NA	NA
palmitoylsphingomyelin	6892	703.5747	-0.3	8	C39H79N2O6P	[M + H]+	0.97	RWKUXQNLWDTSLO	NA	NA	NA	Phosphosphingolipids
9,17-Octadecadienal	1396	287.237	8.6	7.4	C18H32O	[M + Na]+	0.56	RXORHYFDDNAOQS	NA	NA	NA	Fatty aldehydes
5H-1,2,4-Triazolo(3,4-i)purin-5-one, 6,9-dihydro-9-methyl-3-(4-methylphenyl)-6-propyl-	4695	323.16	-4.5	3.1	C17H18N6O	[M + H]+	0.59	SBEFLGJZOWYZAR	NA	NA	NA	Phenyltriazoles
1-heptadecanoyl-2-(9Z,12Z-heptadecadienoyl)-glycero-3-phosphoethanolamine	4153	716.5238	1.8	10.3	C39H74NO8P	[M + H]+	0.98	SDVNIEVKUKQDTR	NA	NA	NA	Phosphatidylethanolamines
1-thiophen-2-ylsulfonyl-3-(4,5,6-trimethylpyrimidin-2-yl)urea	416	349.0368	-9.2	3.8	C12H14N4O3S2	[M + Na]+	0.5	SFOVZJLBAVAWFK	NA	NA	NA	Sulfonylureas
Istamycin AO	5946	338.1931	2.7	3.4	C13H27N3O7	[M + H]+	0.5	SHVSVMWFARPGSO	NA	NA	NA	Aminoglycosides
5-O-Acetyl-3-O-[6-O-(4-hydroxy-trans-cinnamoyl)-beta-D-glucopyranosyl]-2-deoxy-D-ribonic acid	6915	523.143	1.5	5.1	C22H28O13	[M + Na]+	0.57	SJTJOEGGLHQPRG	NA	NA	NA	Fatty acyl glycosides of mono- and disaccharides
(3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-17-((R)-7-acetoxy-6-(acetoxymethyl)heptan-2-yl)-12-hydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthrene-3,7-diyl diacetate	2815	643.3842	3.9	5	C35H56O9	[M + Na]+	0.6	SPOZHYGMBMRPGM	NA	NA	NA	Monohydroxy bile acids, alcohols and derivatives
Cholan-24-oic acid, 3-oxo-, methyl ester, (5alpha)-	4241	389.3045	-1.4	6.8	C25H40O3	[M + H]+	0.63	SRLWMUQGWKOYLX	NA	NA	NA	Bile acids, alcohols and derivatives
11-Formylundeca-4,8-dienoic acid	5066	211.1319	-4.7	4.5	C12H18O3	[M + H]+	0.54	SSFYNRWKIMUJHG	NA	NA	NA	Medium-chain fatty acids
5-amino-2H-isoquinolin-1-one	4660	161.0705	-2.8	3.5	C9H8N2O	[M + H]+	0.56	SVASVGVAQIVSEZ	NA	NA	NA	Isoquinolones and derivatives
1-margaroyl-2-oleoyl-sn-glycero-3-phosphocholine	629	774.6048	5.2	9	C43H84NO8P	[M + H]+	0.99	SXNXGNVZTLZDHE	NA	NA	NA	Phosphatidylcholines
Refan	2943	230.2471	-3.2	5.5	C14H31NO	[M + H]+	0.55	SYELZBGXAIXKHU	NA	NA	NA	Long-chain alkyl amine oxides
Tetrahydrocortison	6844	365.2296	-7.4	6.3	C21H32O5	[M + H]+	0.51	SYGWGHVTLUBCEM	NA	NA	NA	Hydroxysteroids
N-(heneicosanoyl)-4E-heneicosasphingenine	794	650.6452	0.9	10	C42H83NO3	[M + H]+	0.99	TURCGDDLSDFLSQ	NA	NA	NA	Ceramides
(3S,5S,8R,9S,10R,13R,14S,15R,17R)-14,15-dihydroxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthrene-10-carbaldehyde	6116	567.2768	-5.7	3.8	C29H42O11	[M + H]+	0.62	TUZCKEUKQLPRRA	NA	NA	NA	Cardenolide glycosides and derivatives
N-Butyl-N,N-bis(2-hydroxyethyl)-1-dodecanaminium	3612	330.335	-5.1	6.4	C20H43NO2	[M + H]+	0.61	TWNCQGZCQXADTF	NA	NA	NA	Cholines
1-Myristoyl-2-stearoylphosphatidylcholine	7116	734.5691	-0.4	7.6	C40H80NO8P	[M + H]+	1	TYAQXZHDAGZOEO	NA	NA	NA	Phosphatidylcholines
Hexadecanamide, N,N'-1,2-ethanediylbis-	673	537.5344	-1.8	10.1	C34H68N2O2	[M + H]+	0.85	UAXZKOFYXXDTFH	NA	NA	NA	N-acyl amines
Mono-(2-ethyl-hexyl) phthalate (phenyl) glucuronide-d4	4960	477.1728	-0.7	3.9	C22H30O10	[M + Na]+	0.66	UDJLVIABEVCMKC	NA	NA	NA	Glucuronic acid derivatives
Boc-D-Phe-Pro-OSu	4706	482.1942	9.2	4.2	C23H29N3O7	[M + Na]+	0.5	UEXUHNFAAVSFKB	NA	NA	NA	Peptides
cotinine	1806	177.101	-7.3	0.4	C10H12N2O	[M + H]+	0.82	UIKROCXWUNQSPJ	NA	NA	NA	Pyrrolidinylpyridines
isopropyl--d-galactopyranoside	5595	245.0993	-1.2	10	C9H18O6	[M + Na]+	0.53	UOEFDXYUEPHESS	NA	NA	NA	O-glycosyl compounds
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE	2321	752.5624	4.6	9.1	C43H78NO7P	[M + H]+	0.89	URPXXNCTXCOATD	NA	NA	NA	Glycerophosphoethanolamines
(2S,3S)-N-[(2S)-1-amino-5-[(2-methylsulfanylacetyl)amino]-1-oxopentan-2-yl]-3-(cyclohexylcarbamoylamino)-1-(2-methylsulfanylacetyl)pyrrolidine-2-carboxamide	2958	545.2581	1.2	8.7	C23H40N6O5S2	[M + H]+	0.53	URSNGPKGTZVVAJ	NA	NA	NA	Dipeptides
13-hydroxy-alpha-tocopherol	430	447.3868	7.8	10.1	C29H50O3	[M + H]+	0.79	URYLCCKXLNXSRS	NA	NA	NA	Tocopherols
1-Pappea	1722	746.5098	0.4	12.1	C41H74NO7P	[M + Na]+	0.89	UUYSKERSKRMYME	NA	NA	NA	Glycerophosphoethanolamines
1-pentadecanoyl-2-lignoceroyl-sn-glycerol	7642	705.5806	1.7	7.5	C42H82O5	[M + K]+	0.82	UXZBGLVLPDUMME	NA	NA	NA	Diacylglycerols
Cefatriaxone	3717	555.0526	-1.5	2.7	C18H18N8O7S3	[M + H]+	0.95	VAAUVRVFOQPIGI	NA	NA	NA	Cephalosporins
